fold_id,cv_tag,html_id,sent_id,text,tag
0,cv004,11636,17,"en route , we have an extended motorcycle chase scene , a hilarious fight in the moroccan version of motel 6 with the neo-nazis , and two confrontations with savage natives .",pos
0,cv004,11636,18,"once at the secret desert base , there is a long chop-socky sequence , followed by the film's centerpiece , a wind-tunnel fight that's even better than the one in face/off .",pos
0,cv004,11636,19,"this is where the money was spent , on well-choreographed kung-fu sequences , on giant kevlar hamster balls , on smashed-up crates of bananas , and on scorpions .",pos
0,cv004,11636,20,"ignore the gaping holes in the plot ( how , exactly , if the villain's legs were broken , did he escape from the secret nazi base , and why didn't he take the key with him ? ) .",pos
0,cv004,11636,21,"don't worry about the production values , or what , exactly , the japanese girl was doing hitchhiking across the sahara .",pos
0,cv004,11636,22,just go see the movie .,pos
0,cv004,11636,23,"operation condor has pretentions of being a "" raiders of the lost ark "" knockoff , but one wonders what jackie could do with the raiders franchise blocking for him -- with a lawrence kazdan screenplay , a john williams score , spielberg directing and george lucas producing , condor might be an a+ movie .",pos
0,cv004,11636,24,"however , you've got to go with what you've got , and what you've got in jackie chan is something special -- a talent that mainstream hollywood should , could , and ought to utilize .",pos
0,cv005,29443,0,"on june 30 , 1960 , a self-taught , idealistic , yet pragmatic , young man became , at age 36 , the first head of government of a newly independent african state , formerly the belgian congo .",pos
0,cv005,29443,1,"two months later , he was ousted from his powerful position and hunted by government troops until he was captured and brutally murdered along with two aides .",pos
0,cv005,29443,2,"this little-known story of this meteoric rise and fall is told my international filmmaker raoul peck in "" lumumba . """,pos
0,cv005,29443,3,"patrice lumumba's ( eriq ebouaney ) story has been told previously by helmer peck in his 1991 award winning documentary , "" lumumba - death of a prophet , "" virtually guaranteeing that his new , fictional account of a patriot remains true to its subject .",pos
0,cv005,29443,4,"peck , with co-writer pascal bonitzer , begins at the end of the story of the young political leader .",pos
0,cv005,29443,5,we watch as two white men perform the gruesome task of dismembering the bodies of three black men .,pos
0,cv005,29443,6,"images of hatchets , saws and fast-emptying whiskey bottles accompany the grisly image .",pos
0,cv005,29443,7,jump back a few years to a meeting among the black leaders in the belgian-owned congo .,pos
0,cv005,29443,8,"a third class postal worker , lumumba , speaks his mind to heads of the most powerful tribes , proclaiming himself not tribal , not regional , but a national leader .",pos
0,cv005,29443,9,"his small , mobile party , the congolese national movement ( mnc ) is gaining prominence and patrice leaves his clerical job to sell beer , and get his face known , in the bustling capital , stanleyville .",pos
0,cv005,29443,10,"at a time when the colonial empires are falling down around the world , lumumba is in the right place at the right time and , through political savvy and chess-like manipulation , achieves a position of leadership of the mnc .",pos
0,cv005,29443,11,"as the date for independence approaches , he tactically positions himself to be the new nation's first prime minister and defense minister , supporting the presidency of joseph kasa vubu ( maka kotto ) .",pos
0,cv005,29443,12,"the coalition he created soon starts to fall apart as the former belgian masters continue to exert influence on the struggling nation as they strive to maintain economic hold on the country's vast natural resources of copper , diamonds , gold and more .",pos
0,cv005,29443,13,"lumumba won't seek the help of the us , knowing that they would try to create de facto american control of the fledgling government .",pos
0,cv005,29443,14,his initial investigation into soviet assistance immediately tags patrice as a communist and his integrity is overshadowed by the cold war threat of russian domination .,pos
0,cv005,29443,15,"the situation goes from bad to worse as the army mutinies , the remaining whites begin to evacuate or arm themselves , belgian troops violently intervene , the lucrative katanga province succeeds under the leadership of rival moise tschombe ( pascal nzonzi ) and lumumba is refused access to his own country when he returns from a conference abroad .",pos
0,cv005,29443,16,this tumultuous and little known period of modern african history saw a score of nations struggling for independence from the sometimes-odious colonialists who have ruled much of the world from their european seats of power for centuries .,pos
0,cv005,29443,17,"peck focuses his story on familiar material that strives to give an honest portrayal of patrice lumumba , his friend and foes and the independence movements that gripped africa in the 50's and 60's .",pos
0,cv005,29443,18,"( during the time the story takes place , many new nations , including nigeria and somalia , were born , with varying degrees of success and failure , usually dependent upon which country colonized them .",pos
0,cv005,29443,19,some colonial masters were better than others . ),pos
0,cv005,29443,20,"the effort involved in "" lumumba "" is quite ambitious as peck and his crew before and behind the camera strive to bring to life this slice of world history that might have gone unexplored for decades , if at all .",pos
0,cv005,29443,21,"production values are first rate on what must be a small , by us standards , budget .",pos
0,cv005,29443,22,the period feel and realistic african settings are nicely maintained in a production that traveled from zimbabwe to mozambique .,pos
0,cv005,29443,23,the screenplay covers a lot of ground and does yeoman's work in providing a great deal of detailed history while trying to do justice to the story of lumumba's life .,pos
0,cv005,29443,24,"the political side of things is evenly told in a linear , straightforward manner that teaches , not preaches .",pos
0,cv005,29443,25,"it concentrates on the good deeds of the man , if a bit as a stalwart saint , but doesn't embellish on a larger than life persona .",pos
0,cv005,29443,26,"the family side of patrice's life is handled in several , perfunctory and brief interludes that show him talking to one of his children , embracing his wife or lamenting the death of his child .",pos
0,cv005,29443,27,"i know the intent is to flesh the man out , but too short a shrift is given to the family man side of lumumba .",pos
0,cv005,29443,28,"the story , as such , has a lopsided feel about it .",pos
0,cv005,29443,29,high marks go to eriq ebouaney as the title character .,pos
0,cv005,29443,30,"the actor gives a convincing , charismatic performance as the multifaceted , politically deft patrice lumumba who has the good of his people and his country as the force driving his own ambitions .",pos
0,cv005,29443,31,"in true docudrama tradition , the supporting cast does not outshine the star , complementing his good efforts , instead .",pos
0,cv005,29443,32,""" lumumba "" is a solid , interesting , educational and honest docudrama that should appeal to film buffs and politicos , both .",pos
0,cv005,29443,33,it has more intelligence in its telling than anything i've seen out of hollywood for months and i give it a b+ .,pos
0,cv006,15448,0,"apparently , director tony kaye had a major battle with new line regarding his new film , american history x . i don't know the details of the fight , but it seems that he is not happy with the final product , and nearly removed his name from the credits altogether .",pos
0,cv006,15448,1,"i've heard about this kind of thing happening before , and it makes me wonder how much input a studio has over the films they produce .",pos
0,cv006,15448,2,"as it is , i found american history x to be an extremely good film , not just because of tony kaye's focused look at the touchy subject of racism , but because of a powerful , charismatic performance from edward norton .",pos
0,cv006,15448,3,"it's hard to believe that it has only been two years since norton's fantastic role in primal fear , but , here he is now , starring in his own film and making himself a star .",pos
0,cv006,15448,4,"norton is one of those performers who becomes his character , and his work in american history x is one of the very best performances this year .",pos
0,cv006,15448,5,"he plays a young man named derek vinyard , a skinhead living in venice beach with his brother , danny ( edward furlong ) , mother ( beverly d'angelo ) , and sister , davin ( jennifer lien ) .",pos
0,cv006,15448,6,"the film opens with a flashback , in which derek brutally kills two black men vandalizing his car .",pos
0,cv006,15448,7,"we find out that this lands him in prison , and the film from that point is seen through the eyes of danny .",pos
0,cv006,15448,8,"in the present-time of the film , danny is in high school , and eager to follow the footsteps of his brother .",pos
0,cv006,15448,9,"much of the film is told in flashback , and we see the path that leads to derek's adoption of white supremacy .",pos
0,cv006,15448,10,"when derek is released , having served three years in prison , he finds that his brother is now a full-blown skinhead ; derek , however , has given up the violence , and tries to get his brother to understand why racism and the violence that comes with it are bad things .",pos
0,cv006,15448,11,"what makes this all interesting is that these two young men are not stupid , thoughtless people -- they are intelligent and articulate , and voice their beliefs in disturbingly straightforward terms .",pos
0,cv006,15448,12,"it's hard to make a controversial movie and not preach , but kaye has found the right note for his material .",pos
0,cv006,15448,13,"because american history x is a mainstream film , there has to be a redemption phase for our main character -- some people may think that this is the only way to make him sympathetic .",pos
0,cv006,15448,14,"i partially disagree with this , because , although i do not advocate racism in any way , it's interesting the way kaye presents derek -- he is a loud , obnoxious man , but he's also very smart .",pos
0,cv006,15448,15,the reasons for why he becomes a skinhead are believable -- his father was arbitrarily killed by a group of black men .,pos
0,cv006,15448,16,"it's clear that he's passionate about his beliefs , and that he's not just a punk looking for an excuse to beat people up .",pos
0,cv006,15448,17,"of course , it helps that kaye has an actor as talented as norton to play this part .",pos
0,cv006,15448,18,it's astonishing how frightening norton looks with a shaved head and a swastika on his chest .,pos
0,cv006,15448,19,"in addition to getting the look just right , he's perfect for this role -- derek requires intelligence , depth , and a whole lot of shouting , and norton does it all with ease .",pos
0,cv006,15448,20,"even when he's at his meanest , derek has a likable quality to him , and that's a gutsy approach when telling a story about a skinhead .",pos
0,cv006,15448,21,what adds depth to the story is a subplot in which the principal of danny's school ( avery brooks ) becomes obsessed with purging the hatred from danny .,pos
0,cv006,15448,22,"the other performances are all terrific , with standouts from furlong , d'angelo , and lien .",pos
0,cv006,15448,23,"visually , the film is very powerful .",pos
0,cv006,15448,24,"kaye indulges in a lot of interesting artistic choices , and most of them work nicely -- lots of slow-motion and strange camera angles add to a moody atmosphere .",pos
0,cv006,15448,25,"but , like a lot of movies lately , american history x skims past greatness in the last few minutes .",pos
0,cv006,15448,26,"although the climactic scene is very moving , the picture ends with a pretentious , preachy resolution featuring a brief narration from a character who was killed .",pos
0,cv006,15448,27,"for a movie so smart a subtle up until that point , it felt like a slap in the face to be hand-fed a theme in such a simplistic way .",pos
0,cv006,15448,28,"it makes me wonder what , exactly , tony kaye disliked about the final version of his film .",pos
0,cv006,15448,29,perhaps this last scene was the problem .,pos
0,cv006,15448,30,"it's hard to imagine any director not being at least partially pleased with a film this good -- in a time when so many movies are timid and weak , american history x manages to make a compelling argument for racism without advocating it any way .",pos
0,cv007,4968,0,one of my colleagues was surprised when i told her i was willing to see betsy's wedding .,pos
0,cv007,4968,1,and she was shocked to hear that i actually liked it .,pos
0,cv007,4968,2,"her reaction was understandable when you consider that the film revolves around molly ringwald , who hasn't made a worthwhile film since 1986 .",pos
0,cv007,4968,3,"but the fact is , betsy's wedding is also an alan alda film .",pos
0,cv007,4968,4,"and while ringwald has been making duds for the last four years , alda has been involved with several noteworthy projects , including crimes and misdemeanors and a new life .",pos
0,cv007,4968,5,"written and directed by alda , betsy's wedding is a vibrant slice-of-life , mixing a few dramatic moments into a big bowl of whimsical humor .",pos
0,cv007,4968,6,alda's comic elixir is smooth and refreshing--and a welcome change of pace from the usual summer fare .,pos
0,cv007,4968,7,"as bride and groom , molly ringwald and dylan walsh are the pivotal characters in the film , but they are by far the least interesting .",pos
0,cv007,4968,8,"walsh is a nonentity , with all the screen presence of a door knob .",pos
0,cv007,4968,9,ringwald is simply unbearable and is easily the weakest link in the chain .,pos
0,cv007,4968,10,"she looks hideous with her short-cropped orange hair , red lip-stick and grotesque outfits .",pos
0,cv007,4968,11,"she's supposed to be a dress designer , but she looks more like a clown .",pos
0,cv007,4968,12,"and to make matters worse , ringwald's performance matches her appearance .",pos
0,cv007,4968,13,"thankfully , alda keeps ringwald's screen time to a minimum ; he is far more interested in the colorful periphery characters .",pos
0,cv007,4968,14,"the wedding is just a device to bring together the bride's working-class , italian family and the groom's rich , gentile family .",pos
0,cv007,4968,15,"ringwald's folks are homey and down-to-earth , with alda as her free-spirited father , madeline kahn as her practical mother , and ally sheedy as her lonely sister .",pos
0,cv007,4968,16,"walsh's clan , on the other hand , is prim , proper and ostentatious .",pos
0,cv007,4968,17,"when the two families meet and mingle , the movie becomes a story of culture clash , or as one character puts it , "" money versus values . """,pos
0,cv007,4968,18,"ally sheedy , in a wonderfully understated performance , is one of the film's most pleasant surprises .",pos
0,cv007,4968,19,sheedy expresses more with just her eyes than ringwald does with her entire body .,pos
0,cv007,4968,20,"it's anthony lapaglia , however , who seizes the spotlight .",pos
